match_id,date,home_team,away_team,season,home_form_wins,home_form_points,home_form_goals_for,home_form_goals_against,home_form_matches,away_form_wins,away_form_points,away_form_goals_for,away_form_goals_against,away_form_matches,home_win_rate_at_home,home_avg_goals_at_home,home_matches_at_home,away_win_rate_away,away_avg_goals_away,away_matches_away,h2h_home_wins,h2h_draws,h2h_away_wins,h2h_avg_goals,h2h_matches,home_score,away_score,winner
444401,2023-12-10 14:00:00+00:00,AC Monza,Genoa CFC,2023-2024,1,6,7,6,5,2,7,5,5,5,0.2857142857142857,1.2857142857142858,7,0.14285714285714285,0.7142857142857143,7,0,0,0,0.0,0,1,0,HOME_TEAM
444403,2023-12-10 17:00:00+00:00,US Salernitana 1919,Bologna FC 1909,2023-2024,1,4,4,9,5,2,8,6,4,5,0.14285714285714285,0.8571428571428571,7,0.0,0.8571428571428571,7,0,0,0,0.0,0,1,2,AWAY_TEAM
444402,2023-12-10 19:45:00+00:00,AS Roma,ACF Fiorentina,2023-2024,3,10,7,4,5,2,6,5,4,5,0.7142857142857143,2.5714285714285716,7,0.42857142857142855,1.4285714285714286,7,0,0,0,0.0,0,1,1,DRAW
444396,2023-12-11 17:30:00+00:00,Empoli FC,US Lecce,2023-2024,1,4,6,10,5,0,3,6,8,5,0.14285714285714285,0.5714285714285714,7,0.0,1.1666666666666667,6,0,0,0,0.0,0,1,1,DRAW
444395,2023-12-11 19:45:00+00:00,Cagliari Calcio,US Sassuolo Calcio,2023-2024,2,7,8,8,5,1,5,9,10,5,0.2857142857142857,1.2857142857142858,7,0.3333333333333333,1.6666666666666667,6,0,0,0,0.0,0,2,1,HOME_TEAM
444407,2023-12-15 19:45:00+00:00,Genoa CFC,Juventus FC,2023-2024,1,4,4,6,5,4,13,7,3,5,0.42857142857142855,1.4285714285714286,7,0.7142857142857143,1.5714285714285714,7,0,0,0,0.0,0,1,1,DRAW
444409,2023-12-16 14:00:00+00:00,US Lecce,Frosinone Calcio,2023-2024,0,4,7,8,5,2,7,5,7,5,0.375,1.125,8,0.0,0.8571428571428571,7,0,0,0,0.0,0,2,1,HOME_TEAM
444411,2023-12-16 17:30:00+00:00,SSC Napoli,Cagliari Calcio,2023-2024,2,6,4,6,5,2,7,6,6,5,0.2857142857142857,1.4285714285714286,7,0.0,0.5714285714285714,7,0,0,0,0.0,0,2,1,HOME_TEAM
444412,2023-12-16 19:45:00+00:00,Torino FC,Empoli FC,2023-2024,2,8,6,4,5,1,5,7,8,5,0.42857142857142855,1.0,7,0.2857142857142857,0.7142857142857143,7,0,0,0,0.0,0,1,0,HOME_TEAM
444410,2023-12-17 11:30:00+00:00,AC Milan,AC Monza,2023-2024,2,7,8,7,5,2,8,7,5,5,0.7142857142857143,1.5714285714285714,7,0.2857142857142857,0.8571428571428571,7,0,0,0,0.0,0,3,0,HOME_TEAM
444406,2023-12-17 14:00:00+00:00,ACF Fiorentina,Hellas Verona FC,2023-2024,2,7,6,4,5,0,3,7,10,5,0.5714285714285714,1.8571428571428572,7,0.125,0.75,8,0,0,0,0.0,0,1,0,HOME_TEAM
444413,2023-12-17 14:00:00+00:00,Udinese Calcio,US Sassuolo Calcio,2023-2024,1,5,6,11,5,1,4,9,11,5,0.0,1.0,7,0.2857142857142857,1.5714285714285714,7,0,0,0,0.0,0,2,2,DRAW
444405,2023-12-17 17:00:00+00:00,Bologna FC 1909,AS Roma,2023-2024,3,10,7,4,5,3,11,8,4,5,0.7142857142857143,1.4285714285714286,7,0.2857142857142857,1.2857142857142858,7,0,0,0,0.0,0,2,0,HOME_TEAM
444408,2023-12-17 19:45:00+00:00,SS Lazio,FC Internazionale Milano,2023-2024,1,5,3,4,5,4,13,12,2,5,0.5714285714285714,1.1428571428571428,7,0.8571428571428571,2.2857142857142856,7,0,0,0,0.0,0,0,2,AWAY_TEAM
444404,2023-12-18 19:45:00+00:00,Atalanta BC,US Salernitana 1919,2023-2024,1,4,6,10,5,1,4,5,10,5,0.5714285714285714,1.7142857142857142,7,0.0,0.5714285714285714,7,0,0,0,0.0,0,4,1,HOME_TEAM
444422,2023-12-22 17:30:00+00:00,US Sassuolo Calcio,Genoa CFC,2023-2024,1,5,10,11,5,1,5,4,5,5,0.25,1.375,8,0.125,0.625,8,0,0,0,0.0,0,1,2,AWAY_TEAM
444415,2023-12-22 17:30:00+00:00,Empoli FC,SS Lazio,2023-2024,1,5,6,7,5,1,5,3,5,5,0.125,0.625,8,0.25,1.0,8,0,0,0,0.0,0,0,2,AWAY_TEAM
444419,2023-12-22 19:45:00+00:00,AC Monza,ACF Fiorentina,2023-2024,1,5,4,7,5,3,10,7,3,5,0.375,1.25,8,0.375,1.375,8,0,0,0,0.0,0,0,1,AWAY_TEAM
444421,2023-12-22 19:45:00+00:00,US Salernitana 1919,AC Milan,2023-2024,1,4,6,12,5,3,10,11,6,5,0.125,0.875,8,0.5,1.875,8,0,0,0,0.0,0,2,2,DRAW
444416,2023-12-23 11:30:00+00:00,Frosinone Calcio,Juventus FC,2023-2024,1,4,4,8,5,3,11,7,4,5,0.625,1.75,8,0.625,1.5,8,0,0,0,0.0,0,1,2,AWAY_TEAM
444414,2023-12-23 14:00:00+00:00,Bologna FC 1909,Atalanta BC,2023-2024,3,10,8,4,5,2,7,9,9,5,0.75,1.5,8,0.375,1.5,8,0,0,0,0.0,0,1,0,HOME_TEAM
444423,2023-12-23 14:00:00+00:00,Torino FC,Udinese Calcio,2023-2024,2,8,5,3,5,0,3,7,13,5,0.5,1.0,8,0.125,0.625,8,0,0,0,0.0,0,1,1,DRAW
444417,2023-12-23 17:00:00+00:00,Hellas Verona FC,Cagliari Calcio,2023-2024,0,3,6,8,5,1,4,5,7,5,0.14285714285714285,1.0,7,0.0,0.625,8,0,0,0,0.0,0,2,0,HOME_TEAM
444418,2023-12-23 17:00:00+00:00,FC Internazionale Milano,US Lecce,2023-2024,4,13,12,1,5,1,7,8,7,5,0.75,2.625,8,0.0,1.1428571428571428,7,0,0,0,0.0,0,2,0,HOME_TEAM
444420,2023-12-23 19:45:00+00:00,AS Roma,SSC Napoli,2023-2024,2,8,6,5,5,2,6,4,7,5,0.625,2.375,8,0.625,2.0,8,0,0,0,0.0,0,2,0,HOME_TEAM
444426,2023-12-29 17:30:00+00:00,ACF Fiorentina,Torino FC,2023-2024,3,10,6,2,5,2,8,5,3,5,0.625,1.75,8,0.25,0.75,8,0,0,0,0.0,0,1,0,HOME_TEAM
444432,2023-12-29 17:30:00+00:00,SSC Napoli,AC Monza,2023-2024,2,6,4,8,5,1,4,3,7,5,0.375,1.5,8,0.25,0.75,8,0,0,0,0.0,0,0,0,DRAW
444427,2023-12-29 19:45:00+00:00,Genoa CFC,FC Internazionale Milano,2023-2024,1,5,5,6,5,4,13,12,1,5,0.375,1.375,8,0.875,2.25,8,0,0,0,0.0,0,1,1,DRAW
444430,2023-12-29 19:45:00+00:00,SS Lazio,Frosinone Calcio,2023-2024,2,7,5,5,5,1,4,5,8,5,0.5,1.0,8,0.0,0.875,8,0,0,0,0.0,0,3,1,HOME_TEAM
444424,2023-12-30 11:30:00+00:00,Atalanta BC,US Lecce,2023-2024,2,6,8,9,5,1,6,6,7,5,0.625,2.0,8,0.0,1.0,8,0,0,0,0.0,0,1,0,HOME_TEAM
444425,2023-12-30 14:00:00+00:00,Cagliari Calcio,Empoli FC,2023-2024,1,4,4,7,5,0,2,5,9,5,0.375,1.375,8,0.25,0.625,8,0,0,0,0.0,0,0,0,DRAW
444433,2023-12-30 14:00:00+00:00,Udinese Calcio,Bologna FC 1909,2023-2024,0,3,7,13,5,4,13,8,2,5,0.0,1.125,8,0.125,1.0,8,0,0,0,0.0,0,3,0,HOME_TEAM
444431,2023-12-30 17:00:00+00:00,AC Milan,US Sassuolo Calcio,2023-2024,3,10,11,6,5,1,4,9,11,5,0.75,1.75,8,0.25,1.625,8,0,0,0,0.0,0,1,0,HOME_TEAM
444428,2023-12-30 17:00:00+00:00,Hellas Verona FC,US Salernitana 1919,2023-2024,1,6,8,7,5,1,4,6,12,5,0.25,1.125,8,0.0,0.625,8,0,0,0,0.0,0,0,1,AWAY_TEAM
444429,2023-12-30 19:45:00+00:00,Juventus FC,AS Roma,2023-2024,3,11,7,4,5,3,10,8,5,5,0.75,1.5,8,0.25,1.125,8,0,0,0,0.0,0,1,0,HOME_TEAM
444434,2024-01-05 19:45:00+00:00,Bologna FC 1909,Genoa CFC,2023-2024,3,10,6,5,5,1,6,5,5,5,0.7777777777777778,1.4444444444444444,9,0.2222222222222222,0.7777777777777778,9,0,0,0,0.0,0,1,1,DRAW
444437,2024-01-06 11:30:00+00:00,FC Internazionale Milano,Hellas Verona FC,2023-2024,4,13,12,1,5,1,5,6,6,5,0.7777777777777778,2.5555555555555554,9,0.1111111111111111,0.6666666666666666,9,0,0,0,0.0,0,2,1,HOME_TEAM
444436,2024-01-06 14:00:00+00:00,Frosinone Calcio,AC Monza,2023-2024,0,1,4,10,5,1,4,2,6,5,0.5555555555555556,1.6666666666666667,9,0.2222222222222222,0.6666666666666666,9,0,0,0,0.0,0,2,3,AWAY_TEAM
444438,2024-01-06 17:00:00+00:00,US Lecce,Cagliari Calcio,2023-2024,1,5,4,6,5,1,4,3,6,5,0.4444444444444444,1.2222222222222223,9,0.0,0.5555555555555556,9,0,0,0,0.0,0,1,1,DRAW
444441,2024-01-06 19:45:00+00:00,US Sassuolo Calcio,ACF Fiorentina,2023-2024,0,1,5,9,5,4,13,7,1,5,0.2222222222222222,1.3333333333333333,9,0.4444444444444444,1.3333333333333333,9,0,0,0,0.0,0,1,0,HOME_TEAM
444435,2024-01-07 11:30:00+00:00,Empoli FC,AC Milan,2023-2024,0,3,2,5,5,3,10,11,6,5,0.1111111111111111,0.5555555555555556,9,0.4444444444444444,1.8888888888888888,9,0,0,0,0.0,0,0,3,AWAY_TEAM
444442,2024-01-07 14:00:00+00:00,Torino FC,SSC Napoli,2023-2024,2,8,5,2,5,1,4,2,7,5,0.4444444444444444,1.0,9,0.5555555555555556,1.7777777777777777,9,0,0,0,0.0,0,3,0,HOME_TEAM
444443,2024-01-07 14:00:00+00:00,Udinese Calcio,SS Lazio,2023-2024,1,6,9,10,5,3,10,7,4,5,0.1111111111111111,1.3333333333333333,9,0.3333333333333333,1.1111111111111112,9,0,0,0,0.0,0,1,2,AWAY_TEAM
444440,2024-01-07 17:00:00+00:00,US Salernitana 1919,Juventus FC,2023-2024,1,4,5,11,5,4,13,7,3,5,0.1111111111111111,1.0,9,0.6666666666666666,1.5555555555555556,9,0,0,0,0.0,0,1,2,AWAY_TEAM
444439,2024-01-07 19:45:00+00:00,AS Roma,Atalanta BC,2023-2024,2,7,5,5,5,3,9,8,7,5,0.6666666666666666,2.3333333333333335,9,0.3333333333333333,1.3333333333333333,9,0,0,0,0.0,0,1,1,DRAW
444447,2024-01-13 14:00:00+00:00,Genoa CFC,Torino FC,2023-2024,1,6,5,5,5,2,8,5,2,5,0.3333333333333333,1.3333333333333333,9,0.2222222222222222,0.6666666666666666,9,0,0,1,1.0,1,0,0,DRAW
444453,2024-01-13 14:00:00+00:00,SSC Napoli,US Salernitana 1919,2023-2024,1,4,2,7,5,1,4,6,10,5,0.3333333333333333,1.3333333333333333,9,0.1111111111111111,0.6666666666666666,9,1,0,0,2.0,1,2,1,HOME_TEAM
444448,2024-01-13 17:00:00+00:00,Hellas Verona FC,Empoli FC,2023-2024,1,4,4,5,5,0,2,1,7,5,0.2222222222222222,1.0,9,0.2222222222222222,0.5555555555555556,9,1,0,0,1.0,1,2,1,HOME_TEAM
444452,2024-01-13 19:45:00+00:00,AC Monza,FC Internazionale Milano,2023-2024,2,7,4,6,5,4,13,11,2,5,0.3333333333333333,1.1111111111111112,9,0.7777777777777778,2.111111111111111,9,0,0,1,2.0,1,1,5,AWAY_TEAM
444450,2024-01-14 11:30:00+00:00,SS Lazio,US Lecce,2023-2024,3,10,8,5,5,1,5,4,6,5,0.5555555555555556,1.2222222222222223,9,0.0,0.8888888888888888,9,0,0,1,3.0,1,1,0,HOME_TEAM
444445,2024-01-14 14:00:00+00:00,Cagliari Calcio,Bologna FC 1909,2023-2024,1,5,4,6,5,3,10,6,5,5,0.3333333333333333,1.2222222222222223,9,0.1111111111111111,0.8888888888888888,9,0,0,1,3.0,1,2,1,HOME_TEAM
444446,2024-01-14 17:00:00+00:00,ACF Fiorentina,Udinese Calcio,2023-2024,3,10,4,2,5,1,5,7,9,5,0.6666666666666666,1.6666666666666667,9,0.1111111111111111,0.6666666666666666,9,1,0,0,2.0,1,2,2,DRAW
444451,2024-01-14 19:45:00+00:00,AC Milan,AS Roma,2023-2024,3,10,11,5,5,1,5,4,5,5,0.7777777777777778,1.6666666666666667,9,0.2222222222222222,1.0,9,1,0,0,3.0,1,3,1,HOME_TEAM
444444,2024-01-15 19:45:00+00:00,Atalanta BC,Frosinone Calcio,2023-2024,3,10,9,5,5,0,1,5,10,5,0.6666666666666666,1.8888888888888888,9,0.0,0.8888888888888888,9,0,0,1,3.0,1,5,0,HOME_TEAM
444449,2024-01-16 19:45:00+00:00,Juventus FC,US Sassuolo Calcio,2023-2024,4,13,7,3,5,1,4,5,7,5,0.7777777777777778,1.4444444444444444,9,0.2222222222222222,1.4444444444444444,9,0,0,1,6.0,1,3,0,HOME_TEAM
444459,2024-01-20 17:00:00+00:00,AS Roma,Hellas Verona FC,2023-2024,1,4,4,7,5,2,6,5,5,5,0.6,2.2,10,0.1,0.7,10,0,0,1,3.0,1,2,1,HOME_TEAM
444463,2024-01-20 19:45:00+00:00,Udinese Calcio,AC Milan,2023-2024,1,6,9,7,5,4,13,12,3,5,0.1,1.3,10,0.5,2.0,10,1,0,0,1.0,1,2,3,AWAY_TEAM
444456,2024-01-21 11:30:00+00:00,Frosinone Calcio,Cagliari Calcio,2023-2024,0,0,5,15,5,1,5,4,6,5,0.5,1.7,10,0.0,0.6,10,0,0,1,7.0,1,3,1,HOME_TEAM
444455,2024-01-21 14:00:00+00:00,Empoli FC,AC Monza,2023-2024,0,1,1,8,5,1,4,4,11,5,0.1,0.5,10,0.3,0.9,10,0,0,1,2.0,1,3,0,HOME_TEAM
444460,2024-01-21 17:00:00+00:00,US Salernitana 1919,Genoa CFC,2023-2024,1,4,6,10,5,1,7,5,4,5,0.1,1.0,10,0.2,0.8,10,0,0,1,1.0,1,1,2,AWAY_TEAM
444458,2024-01-21 19:45:00+00:00,US Lecce,Juventus FC,2023-2024,1,4,3,6,5,4,13,9,3,5,0.4,1.2,10,0.7,1.6,10,0,0,1,1.0,1,0,3,AWAY_TEAM
444465,2024-01-26 19:45:00+00:00,Cagliari Calcio,Torino FC,2023-2024,1,5,4,7,5,2,8,5,2,5,0.4,1.3,10,0.2,0.6,10,0,1,0,0.0,1,1,2,AWAY_TEAM
444464,2024-01-27 14:00:00+00:00,Atalanta BC,Udinese Calcio,2023-2024,3,10,11,3,5,1,5,9,8,5,0.7,2.2,10,0.1,0.8,10,0,1,0,2.0,1,2,0,HOME_TEAM
444469,2024-01-27 17:00:00+00:00,Juventus FC,Empoli FC,2023-2024,5,15,11,2,5,1,4,4,7,5,0.8,1.6,10,0.2,0.6,10,1,0,0,2.0,1,1,1,DRAW
444471,2024-01-27 19:45:00+00:00,AC Milan,Bologna FC 1909,2023-2024,4,13,12,5,5,2,7,5,6,5,0.8,1.8,10,0.1,0.9,10,1,0,0,2.0,1,2,2,DRAW
444467,2024-01-28 11:30:00+00:00,Genoa CFC,US Lecce,2023-2024,2,9,6,4,5,0,1,1,8,5,0.3,1.2,10,0.0,0.8,10,0,0,1,1.0,1,2,1,HOME_TEAM
444472,2024-01-28 14:00:00+00:00,AC Monza,US Sassuolo Calcio,2023-2024,1,4,4,11,5,1,4,4,8,5,0.3,1.1,10,0.2,1.3,10,1,0,0,1.0,1,1,0,HOME_TEAM
444468,2024-01-28 14:00:00+00:00,Hellas Verona FC,Frosinone Calcio,2023-2024,2,6,6,6,5,1,3,7,14,5,0.3,1.1,10,0.0,0.8,10,0,0,1,3.0,1,1,1,DRAW
444470,2024-01-28 17:00:00+00:00,SS Lazio,SSC Napoli,2023-2024,4,12,8,4,5,2,7,4,7,5,0.6,1.2,10,0.5,1.6,10,1,0,0,3.0,1,0,0,DRAW
444466,2024-01-28 19:45:00+00:00,ACF Fiorentina,FC Internazionale Milano,2023-2024,3,10,5,3,5,4,13,12,3,5,0.6,1.7,10,0.8,2.4,10,0,0,1,4.0,1,0,1,AWAY_TEAM
444473,2024-01-29 19:45:00+00:00,US Salernitana 1919,AS Roma,2023-2024,1,4,6,8,5,2,7,6,6,5,0.09090909090909091,1.0,11,0.2,1.0,10,0,1,0,4.0,1,1,2,AWAY_TEAM
444479,2024-02-02 19:45:00+00:00,US Lecce,ACF Fiorentina,2023-2024,0,1,2,8,5,2,7,4,4,5,0.36363636363636365,1.0909090909090908,11,0.4,1.2,10,0,1,0,4.0,1,3,2,HOME_TEAM
444476,2024-02-03 14:00:00+00:00,Empoli FC,Genoa CFC,2023-2024,1,5,5,6,5,2,9,6,4,5,0.18181818181818182,0.7272727272727273,11,0.2727272727272727,0.9090909090909091,11,0,1,0,2.0,1,0,0,DRAW
444483,2024-02-03 14:00:00+00:00,Udinese Calcio,AC Monza,2023-2024,1,4,8,9,5,2,7,5,10,5,0.09090909090909091,1.3636363636363635,11,0.2727272727272727,0.8181818181818182,11,0,1,0,2.0,1,0,0,DRAW
444477,2024-02-03 17:00:00+00:00,Frosinone Calcio,AC Milan,2023-2024,1,4,7,13,5,4,13,12,5,5,0.5454545454545454,1.8181818181818181,11,0.5454545454545454,2.090909090909091,11,0,0,1,4.0,1,2,3,AWAY_TEAM
444475,2024-02-03 19:45:00+00:00,Bologna FC 1909,US Sassuolo Calcio,2023-2024,1,5,5,8,5,1,3,2,7,5,0.7,1.4,10,0.18181818181818182,1.1818181818181819,11,0,1,0,2.0,1,4,2,HOME_TEAM
444482,2024-02-04 11:30:00+00:00,Torino FC,US Salernitana 1919,2023-2024,2,8,6,3,5,1,3,5,8,5,0.5,1.2,10,0.1,0.7,10,1,0,0,3.0,1,0,0,DRAW
444480,2024-02-04 14:00:00+00:00,SSC Napoli,Hellas Verona FC,2023-2024,1,5,2,6,5,1,4,5,7,5,0.4,1.4,10,0.09090909090909091,0.7272727272727273,11,1,0,0,4.0,1,2,1,HOME_TEAM
444474,2024-02-04 17:00:00+00:00,Atalanta BC,SS Lazio,2023-2024,3,10,9,2,5,4,13,8,2,5,0.7272727272727273,2.1818181818181817,11,0.4,1.2,10,0,0,1,5.0,1,3,1,HOME_TEAM
444478,2024-02-04 19:45:00+00:00,FC Internazionale Milano,Juventus FC,2023-2024,4,13,11,3,5,4,13,10,2,5,0.8,2.5,10,0.7272727272727273,1.7272727272727273,11,0,1,0,2.0,1,1,0,HOME_TEAM
444481,2024-02-05 19:45:00+00:00,AS Roma,Cagliari Calcio,2023-2024,2,7,6,7,5,1,5,5,7,5,0.6363636363636364,2.1818181818181817,11,0.0,0.6363636363636364,11,1,0,0,5.0,1,4,0,HOME_TEAM
444492,2024-02-09 19:45:00+00:00,US Salernitana 1919,Empoli FC,2023-2024,0,1,4,8,5,1,5,5,6,5,0.08333333333333333,1.0,12,0.18181818181818182,0.6363636363636364,11,0,0,1,1.0,1,1,3,AWAY_TEAM
444485,2024-02-10 14:00:00+00:00,Cagliari Calcio,SS Lazio,2023-2024,1,4,5,11,5,3,10,7,5,5,0.36363636363636365,1.2727272727272727,11,0.36363636363636365,1.1818181818181819,11,0,0,1,1.0,1,1,3,AWAY_TEAM
444491,2024-02-10 17:00:00+00:00,AS Roma,FC Internazionale Milano,2023-2024,3,10,10,6,5,4,13,10,3,5,0.6666666666666666,2.3333333333333335,12,0.8181818181818182,2.272727272727273,11,0,0,1,1.0,1,2,4,AWAY_TEAM
444493,2024-02-10 19:45:00+00:00,US Sassuolo Calcio,Torino FC,2023-2024,1,3,3,9,5,2,8,5,2,5,0.3,1.3,10,0.2727272727272727,0.7272727272727273,11,0,0,1,3.0,1,1,1,DRAW
444486,2024-02-11 11:30:00+00:00,ACF Fiorentina,Frosinone Calcio,2023-2024,1,4,5,7,5,1,4,8,13,5,0.5454545454545454,1.5454545454545454,11,0.0,0.8181818181818182,11,0,1,0,2.0,1,5,1,HOME_TEAM
444484,2024-02-11 14:00:00+00:00,Bologna FC 1909,US Lecce,2023-2024,1,5,8,10,5,1,4,5,9,5,0.7272727272727273,1.6363636363636365,11,0.0,0.8181818181818182,11,0,1,0,2.0,1,4,0,HOME_TEAM
444490,2024-02-11 14:00:00+00:00,AC Monza,Hellas Verona FC,2023-2024,2,7,5,10,5,1,4,6,8,5,0.36363636363636365,1.0909090909090908,11,0.08333333333333333,0.75,12,1,0,0,4.0,1,0,0,DRAW
444487,2024-02-11 17:00:00+00:00,Genoa CFC,Atalanta BC,2023-2024,2,9,5,3,5,4,13,12,2,5,0.36363636363636365,1.2727272727272727,11,0.3,1.3,10,0,0,1,2.0,1,1,4,AWAY_TEAM
444489,2024-02-11 19:45:00+00:00,AC Milan,SSC Napoli,2023-2024,4,13,14,7,5,2,8,4,5,5,0.7272727272727273,1.8181818181818181,11,0.45454545454545453,1.4545454545454546,11,0,1,0,4.0,1,1,0,HOME_TEAM
444488,2024-02-12 19:45:00+00:00,Juventus FC,Udinese Calcio,2023-2024,3,10,9,3,5,0,2,5,9,5,0.7272727272727273,1.5454545454545454,11,0.09090909090909091,0.7272727272727273,11,1,0,0,3.0,1,0,1,AWAY_TEAM
444454,2024-02-14 18:00:00+00:00,Bologna FC 1909,ACF Fiorentina,2023-2024,2,8,12,7,5,1,4,9,8,5,0.75,1.8333333333333333,12,0.36363636363636365,1.2727272727272727,11,0,0,1,3.0,1,2,0,HOME_TEAM
444502,2024-02-16 18:00:00+00:00,Torino FC,US Lecce,2023-2024,2,9,6,2,5,1,3,4,12,5,0.45454545454545453,1.0909090909090908,11,0.0,0.75,12,1,0,0,1.0,1,2,0,HOME_TEAM
444498,2024-02-16 20:00:00+00:00,FC Internazionale Milano,US Salernitana 1919,2023-2024,5,15,13,4,5,0,1,4,9,5,0.8181818181818182,2.3636363636363638,11,0.09090909090909091,0.6363636363636364,11,1,0,0,4.0,1,4,0,HOME_TEAM
444501,2024-02-17 14:00:00+00:00,SSC Napoli,Genoa CFC,2023-2024,2,7,4,6,5,2,8,5,6,5,0.45454545454545453,1.4545454545454546,11,0.25,0.8333333333333334,12,0,1,0,4.0,1,1,1,DRAW
444497,2024-02-17 17:00:00+00:00,Hellas Verona FC,Juventus FC,2023-2024,1,5,5,6,5,2,7,7,3,5,0.2727272727272727,1.0909090909090908,11,0.6666666666666666,1.5833333333333333,12,0,0,1,1.0,1,2,2,DRAW
444494,2024-02-17 19:45:00+00:00,Atalanta BC,US Sassuolo Calcio,2023-2024,4,13,15,3,5,1,4,4,9,5,0.75,2.25,12,0.16666666666666666,1.25,12,1,0,0,2.0,1,3,0,HOME_TEAM
444499,2024-02-18 11:30:00+00:00,SS Lazio,Bologna FC 1909,2023-2024,3,10,7,5,5,3,10,13,6,5,0.5454545454545454,1.0909090909090908,11,0.09090909090909091,1.0,11,0,0,1,1.0,1,1,2,AWAY_TEAM
444495,2024-02-18 14:00:00+00:00,Empoli FC,ACF Fiorentina,2023-2024,2,8,8,4,5,1,4,9,9,5,0.16666666666666666,0.6666666666666666,12,0.3333333333333333,1.1666666666666667,12,1,0,0,2.0,1,1,1,DRAW
444503,2024-02-18 14:00:00+00:00,Udinese Calcio,Cagliari Calcio,2023-2024,1,5,5,7,5,1,3,5,13,5,0.08333333333333333,1.25,12,0.0,0.5833333333333334,12,0,1,0,0.0,1,1,1,DRAW
444496,2024-02-18 17:00:00+00:00,Frosinone Calcio,AS Roma,2023-2024,1,4,7,15,5,3,9,11,9,5,0.5,1.8333333333333333,12,0.2727272727272727,1.0909090909090908,11,0,0,1,2.0,1,0,3,AWAY_TEAM
444500,2024-02-18 19:45:00+00:00,AC Monza,AC Milan,2023-2024,1,5,2,8,5,4,13,12,7,5,0.3333333333333333,1.0,12,0.5833333333333334,2.1666666666666665,12,0,0,1,3.0,1,4,2,HOME_TEAM
444462,2024-02-22 19:45:00+00:00,Torino FC,SS Lazio,2023-2024,2,9,5,2,5,2,7,6,6,5,0.5,1.1666666666666667,12,0.4166666666666667,1.3333333333333333,12,0,0,1,2.0,1,0,2,AWAY_TEAM
444504,2024-02-23 19:45:00+00:00,Bologna FC 1909,Hellas Verona FC,2023-2024,4,13,14,5,5,0,3,5,7,5,0.7692307692307693,1.8461538461538463,13,0.07692307692307693,0.6923076923076923,13,0,1,0,0.0,1,2,0,HOME_TEAM
444513,2024-02-24 14:00:00+00:00,US Sassuolo Calcio,Empoli FC,2023-2024,0,1,3,12,5,2,9,8,3,5,0.2727272727272727,1.2727272727272727,11,0.25,0.8333333333333334,12,1,0,0,7.0,1,2,3,AWAY_TEAM
444512,2024-02-24 17:00:00+00:00,US Salernitana 1919,AC Monza,2023-2024,0,1,3,11,5,2,8,5,5,5,0.07692307692307693,1.0,13,0.25,0.75,12,0,0,1,3.0,1,0,2,AWAY_TEAM
444507,2024-02-24 19:45:00+00:00,Genoa CFC,Udinese Calcio,2023-2024,2,8,6,7,5,1,5,4,6,5,0.3333333333333333,1.25,12,0.16666666666666666,0.75,12,0,1,0,4.0,1,2,0,HOME_TEAM
444508,2024-02-25 11:30:00+00:00,Juventus FC,Frosinone Calcio,2023-2024,1,5,6,5,5,1,4,7,13,5,0.6666666666666666,1.4166666666666667,12,0.0,0.8333333333333334,12,1,0,0,3.0,1,3,2,HOME_TEAM
444505,2024-02-25 14:00:00+00:00,Cagliari Calcio,SSC Napoli,2023-2024,0,1,4,13,5,2,8,5,4,5,0.3333333333333333,1.25,12,0.4166666666666667,1.3333333333333333,12,0,0,1,3.0,1,1,1,DRAW
444509,2024-02-25 17:00:00+00:00,US Lecce,FC Internazionale Milano,2023-2024,1,3,4,13,5,5,15,15,3,5,0.4166666666666667,1.25,12,0.8333333333333334,2.4166666666666665,12,0,0,1,2.0,1,0,4,AWAY_TEAM
444510,2024-02-25 19:45:00+00:00,AC Milan,Atalanta BC,2023-2024,3,10,11,10,5,5,15,17,2,5,0.75,1.75,12,0.36363636363636365,1.5454545454545454,11,0,0,1,5.0,1,1,1,DRAW
444511,2024-02-26 17:30:00+00:00,AS Roma,Torino FC,2023-2024,4,12,13,6,5,2,8,5,4,5,0.6153846153846154,2.3076923076923075,13,0.25,0.75,12,0,1,0,2.0,1,3,2,HOME_TEAM
444506,2024-02-26 19:45:00+00:00,ACF Fiorentina,SS Lazio,2023-2024,1,4,8,8,5,2,7,7,6,5,0.5833333333333334,1.8333333333333333,12,0.46153846153846156,1.3846153846153846,13,0,0,1,1.0,1,2,1,HOME_TEAM
444461,2024-02-28 17:00:00+00:00,US Sassuolo Calcio,SSC Napoli,2023-2024,0,1,5,12,5,1,6,4,4,5,0.25,1.3333333333333333,12,0.38461538461538464,1.3076923076923077,13,0,0,1,2.0,1,1,6,AWAY_TEAM
444457,2024-02-28 19:45:00+00:00,FC Internazionale Milano,Atalanta BC,2023-2024,5,15,14,2,5,4,13,13,3,5,0.8333333333333334,2.5,12,0.3333333333333333,1.5,12,1,0,0,3.0,1,4,0,HOME_TEAM
444519,2024-03-01 19:45:00+00:00,SS Lazio,AC Milan,2023-2024,2,6,8,8,5,2,8,9,9,5,0.5,1.0833333333333333,12,0.5384615384615384,2.1538461538461537,13,0,0,1,2.0,1,0,1,AWAY_TEAM
444523,2024-03-02 14:00:00+00:00,Udinese Calcio,US Salernitana 1919,2023-2024,1,5,2,5,5,0,1,2,11,5,0.07692307692307693,1.2307692307692308,13,0.08333333333333333,0.5833333333333334,12,0,1,0,2.0,1,1,1,DRAW
